dE_max_estimated,used_real_mask,valid_pixel_fraction,observed_baseline_rgb,n_baseline_pixels,correction_scale,correction_suspicious,used_background_model,n_valid_windows,n_blocks_dropped_as_implausible,max_dE_raw,part_id,image_filepath,well_size,truck_number,dE_max_measured,label
10.641348168439816,True,0.5642314091435185,"(np.float64(153.0), np.float64(153.0), np.float64(155.0))",5650,"(np.float64(1.3437908496732025), np.float64(1.2810457516339868), np.float64(1.2058064516129032))",False,False,11710,0,20.213552100852567,862,training_set\images\image_00862.jpg,7038,121.0,3.14388538730204,PASS
12.870670486357417,True,0.5642314091435185,"(np.float64(187.0), np.float64(162.0), np.float64(127.0))",5650,"(np.float64(1.0994652406417111), np.float64(1.2098765432098766), np.float64(1.4716535433070868))",False,False,11710,16,29.462491587039242,282,training_set\images\image_00282.jpg,7038,113.0,2.15617613638154,PASS
13.85705627230616,True,0.5642314091435185,"(np.float64(147.0), np.float64(148.0), np.float64(151.0))",5650,"(np.float64(1.398639455782313), np.float64(1.3243243243243243), np.float64(1.237748344370861))",False,False,11710,0,17.887785881268844,1096,training_set\images\image_01096.jpg,7038,129.0,8.12381778278163,PASS
13.360929551402839,True,0.5642314091435185,"(np.float64(146.0), np.float64(147.0), np.float64(151.0))",5650,"(np.float64(1.4082191780821918), np.float64(1.3333333333333333), np.float64(1.237748344370861))",False,False,11710,0,17.31394467189688,854,training_set\images\image_00854.jpg,7038,121.0,3.709740788138761,PASS
13.083823994314908,True,0.5642314091435185,"(np.float64(138.0), np.float64(141.0), np.float64(147.0))",5650,"(np.float64(1.489855072463768), np.float64(1.3900709219858156), np.float64(1.2714285714285716))",False,False,11710,0,16.917845921713432,1027,training_set\images\image_01027.jpg,7038,127.0,1.807292824637905,PASS
11.955771136774729,True,0.5642314091435185,"(np.float64(147.0), np.float64(147.0), np.float64(147.0))",5650,"(np.float64(1.398639455782313), np.float64(1.3333333333333333), np.float64(1.2714285714285716))",False,False,11710,0,14.999594304074385,728,training_set\images\image_00728.jpg,7038,118.0,3.304196056194749,PASS
14.598207380819414,True,0.4214867862654321,"(np.float64(150.0), np.float64(151.0), np.float64(155.0))",12800,"(np.float64(1.3706666666666667), np.float64(1.2980132450331126), np.float64(1.2058064516129032))",False,False,8755,9,34.47485091287188,886,training_set\images\image_00886.jpg,6024,122.0,2.57168570120528,PASS
12.700142710010836,True,0.6222890142746914,"(np.float64(162.0), np.float64(163.0), np.float64(166.0))",12800,"(np.float64(1.2691358024691357), np.float64(1.2024539877300613), np.float64(1.1259036144578314))",False,False,12878,0,15.874245711563926,896,training_set\images\image_00896.jpg,6038,122.0,2.05294659338011,PASS
12.321290764550513,True,0.5642314091435185,"(np.float64(149.0), np.float64(149.0), np.float64(150.0))",5650,"(np.float64(1.3798657718120806), np.float64(1.3154362416107384), np.float64(1.246))",False,False,11710,0,16.119562748980833,722,training_set\images\image_00722.jpg,7038,118.0,1.5917072605716067,PASS
12.124009648475194,True,0.5642314091435185,"(np.float64(149.0), np.float64(150.0), np.float64(152.0))",5650,"(np.float64(1.3798657718120806), np.float64(1.3066666666666666), np.float64(1.2296052631578949))",False,False,11710,0,16.622818584258546,711,training_set\images\image_00711.jpg,7038,118.0,1.6213262535728838,PASS
12.26847074325141,True,0.5642314091435185,"(np.float64(127.0), np.float64(128.0), np.float64(131.0))",5650,"(np.float64(1.6188976377952755), np.float64(1.53125), np.float64(1.4267175572519084))",False,False,11710,104,58.72464483159401,596,training_set\images\image_00596.jpg,7038,116.0,2.167625358267308,PASS
10.879753816094075,True,0.5642314091435185,"(np.float64(197.0), np.float64(173.0), np.float64(137.0))",5650,"(np.float64(1.0436548223350253), np.float64(1.1329479768786128), np.float64(1.364233576642336))",False,False,11710,0,14.4314578858936,112,training_set\images\image_00112.jpg,7038,111.0,2.2580464550328623,PASS
8.52786008334392,True,0.4214867862654321,"(np.float64(129.0), np.float64(112.0), np.float64(87.0))",12800,"(np.float64(1.5937984496124031), np.float64(1.75), np.float64(2.1482758620689655))",True,False,8755,0,12.408060705357496,468,training_set\images\image_00468.jpg,6024,114.0,2.4124739643956814,PASS
15.575830746525247,True,0.4214867862654321,"(np.float64(151.0), np.float64(154.0), np.float64(160.0))",12800,"(np.float64(1.36158940397351), np.float64(1.2727272727272727), np.float64(1.168125))",False,False,8755,19,37.99421288976303,876,training_set\images\image_00876.jpg,6024,122.0,2.6358872354720195,PASS
15.872646833661872,True,0.6222890142746914,"(np.float64(148.0), np.float64(145.0), np.float64(146.0))",12800,"(np.float64(1.3891891891891892), np.float64(1.3517241379310345), np.float64(1.2801369863013699))",False,False,12878,3,26.957645934532398,1144,training_set\images\image_01144.jpg,6038,130.0,2.3203649939289708,PASS
